"Symbol","Company","Sector","MarketCap","EnterpriseValue","TrailingPE","ForwardPE","PEGRatio","PriceToBook","PriceToSales","EnterpriseToRevenue","EnterpriseToEBITDA","ROE","ROA","ProfitMargin","GrossMargin","OperatingMargin","EBITDAMargin","RevenueGrowth","EarningsGrowth","QuarterlyEarningsGrowth","revenue","ebitda","net_income","gross_profits","OperatingCashFlow","FreeCashFlow","TotalCash","TotalDebt","CurrentRatio","QuickRatio","DebtToEquity","TrailingEPS","EPS","BookValue","CashPerShare","dividend_yield","DividendRate","PayoutRatio","ExDividendDate","DividendDate","FiveYearAvgDividendYield","SharesOutstanding","FloatShares","SharesShort","ShortRatio","ShortPercentOfFloat","InsiderOwnership","InstitutionalOwnership","CurrentPrice","PreviousClose","Open","DayHigh","DayLow","FiftyTwoWeekHigh","FiftyTwoWeekLow","FiftyDayAverage","TwoHundredDayAverage","Volume","AverageVolume","AverageVolume10Day","Beta","TargetMeanPrice","TargetHighPrice","TargetLowPrice","NumberOfAnalysts","Recommendation","RecommendationMean","LastUpdated","start_price","end_price","return_45d","vol_45d","avg_volume","vol_spike","n_days","z_return","z_vol","z_volume","anomaly_score","category","market_context"
"RJF","Raymond James Financial, Inc.","Financial Services",32958171136,21577201664,16.048544,12.26932,NA,2.6362376,2.3516355,1.54,NA,0.17666,0.024939999,0.15234,0.93057,0.20146,0,0.07,0.035,0.003,14014999552,NA,2127000064,13041999872,2433999872,NA,1.7072e+10,6058999808,2.118,2.1,48.456,10.3,13.47263,62.703,86.804,1.31,2.16,0.1942,1767312000,1768521600,1.31,196673933,174390776,7440686,5.92,0.0429,0.10569999,0.79676,165.3,165.8,165.61,166.87,164.73,177.66,117.57,160.7794,155.92775,409575,1262903,1442520,1.008,183.45454,198,171,11,"buy",2.46154,"2025-12-27 21:02:17",158.880004882813,161.009994506836,1.34062786918594,1.38836065224915,1185312.5,1.81108357500659,32,-0.0946485143760128,-0.574059702585161,-0.458957739435191,0.611157235386189,"NORMAL","IN_LINE"
"RL","Ralph Lauren Corporation","Consumer Cyclical",21716025344,22942726144,26.4483,21.510601,NA,8.418194,2.8684683,3.031,17.542,0.34005,0.09596,0.112840004,0.69216,0.14074999,0.17276,0.165,0.437,0.403,7570599936,1307900032,854300032,5240099840,1089900032,512962496,1645500032,2872199936,2.04,1.271,111.231,13.54,16.64807,42.54,27.135,1.02,3.65,0.2568,1766707200,1767916800,2.23,38759382,38077482,1709679,2.46,0.052399997,0.03901,1.01437,358.11,360.608,360.62,360.39,356.24,380,176.61,344.412,290.3178,288009,626844,737070,1.535,374.3625,435,200,16,"buy",1.73684,"2025-12-27 21:02:21",314.950012207031,365.720001220703,16.1200149375764,2.02506031547827,730481.25,2.54873071690752,32,1.36802854320708,0.202826154149607,0.442646527471791,1.69076488401778,"NORMAL","OUTPERFORMING_MARKET"
"RMD","ResMed Inc.","Healthcare",35726708736,35189215232,25.052198,20.348576,NA,5.8355384,6.7955093,6.693,18.153,0.25413,0.14185001,0.2735,0.60692,0.34618,0.36870998,0.091,0.123,0.119,5257399808,1938459008,1437904000,3190838016,1883371008,1379738112,1383847936,846352000,2.888,1.866,13.826,9.77,12.02836,41.943,9.481,0.98,2.4,0.2242,1762992000,1766016000,0.83,145966294,145052545,10557741,11.59,0.0833,0.00622,0.65651,244.76,244.44,244.29,245.9899,243.585,293.81,199.92,252.094,253.97894,239554,1067395,1060260,0.867,291.8,345,225,15,"buy",2.10526,"2025-12-27 21:02:23",248.949996948242,245.940002441406,-1.20907593642662,1.40632701029263,1073178.125,2.07411980187352,32,-0.346985992435443,-0.55213757781094,-0.137456345309012,0.691782953995419,"NORMAL","DOWN_WHILE_MARKET_UP"
"ROK","Rockwell Automation, Inc.","Industrials",44949663744,48121847808,52.055992,29.41237,NA,12.297826,5.3883557,5.769,27.72,0.20282,0.079169996,0.104169995,0.48141998,0.19732,0.20809999,0.138,-0.412,-0.425,8342000128,1.736e+09,8.67e+08,4.016e+09,1.544e+09,1287250048,4.68e+08,3647000064,1.135,0.696,98.275,7.68,13.59258,32.509,4.168,1.38,5.52,0.6832,1763337600,1765324800,1.66,112433185,111909801,2822608,2.73,0.0286,0.0017499999,0.86516,399.79,398.22,398.38,399.91,396.4637,415.89,215,381.5532,330.26236,234596,877103,749020,1.499,400.23077,470,231,26,"buy",2.17241,"2025-12-27 21:02:25",364.540008544922,389.540008544922,6.85795781368104,1.77525348892001,1064175,2.01104141706016,32,0.451387115625798,-0.10198222203933,-0.214555187921981,0.609655820606453,"NORMAL","OUTPERFORMING_MARKET"
"ROL","Rollins, Inc.","Consumer Cyclical",29157724160,30153230336,56.63551,47.374096,NA,19.171148,7.922636,8.193,35.788,0.36208,0.14887,0.14019,0.5286,0.22037001,0.22893,0.12,0.205,0.194,3680305920,842540992,515939008,1945399040,701521024,605310528,127357000,912081984,0.773,0.575,59.534,1.07,1.27918,3.161,0.263,1.2,0.73,0.6168,1762732800,1765324800,1.09,481150554,311630866,8816497,3.62,0.031600002,0.38287997,0.55865,60.6,60.66,60.9,60.9,60.29,61.84,45.34,58.9228,56.87645,1354331,2503730,2558950,0.785,64.53077,72,50,13,"buy",1.93333,"2025-12-27 21:02:28",58.5,60.2400016784668,2.97436184353299,1.26942816394467,2980343.75,3.53157249058938,32,0.0670378391522952,-0.719178309372898,1.6439449349494,1.24859946131345,"NORMAL","IN_LINE"
"ROP","Roper Technologies, Inc.","Technology",48526180352,57660280832,31.048897,20.855682,NA,2.4271839,6.2849607,7.468,18.9,0.081549995,0.041050002,0.20337,0.6896,0.28401,0.39513,0.143,0.082,0.083,7720999936,3050800128,1570200064,5324400128,2524499968,2175612416,3.2e+08,9454100480,0.577,0.459,47.288,14.52,21.61665,185.742,2.973,0.81,3.64,0.22209999,1767312000,1768521600,0.54,107637430,107086326,1800668,1.93,0.0168,0.00375,0.96699,450.83,451.18,450.87,451.6,449.2,595.17,435.42,454.1646,524.9008,275082,1056669,1424560,0.938,569.5,694,460,16,"buy",1.89474,"2025-12-27 21:02:33",448.540008544922,452.239990234375,0.824894461801939,0.940359098762271,992043.75,2.07339646058957,32,-0.145689292949511,-1.12070059278761,-0.138340463949214,0.775209821317924,"NORMAL","UNDERPERFORMING_MARKET"
"ROST","Ross Stores, Inc.","Consumer Cyclical",58911485952,59716231168,28.347418,25.407574,NA,9.966437,2.6744702,2.711,19.164,0.37425,0.10819,0.0947,0.3259,0.11578,0.14146,0.104,0.068,0.047,22027347968,3115994112,2085963008,7178799104,2787721984,1508112000,4061172992,5188589056,1.52,0.85,88.181,6.39,7.12937,18.175,12.556,0.89,1.62,0.2473,1765238400,1767139200,0.98,323444928,315908661,7020936,2.1,0.0222,0.02253,0.94061,181.14,181.68,180.46,181.78,180.155,185.85,122.36,169.1242,147.59465,906504,2547793,2513460,1.038,184.875,210,139,16,"buy",1.72222,"2025-12-27 21:02:38",161.199996948242,182.740005493164,13.3622884322002,1.66342176366511,2967415.625,2.63569414884374,32,1.09510360580358,-0.238436645847489,0.548939356176476,1.48879160681557,"NORMAL","OUTPERFORMING_MARKET"
"RSG","Republic Services, Inc.","Industrials",66617487360,79474581504,31.751488,29.205202,NA,5.5718913,4.0369344,4.816,15.402,0.18249,0.06343,0.12768,0.43267,0.19919,0.31269,0.033,-0.022,-0.028,16501999616,5.16e+09,2107000064,7139999744,4336999936,1969500032,8.4e+07,13505999872,0.583,0.51,113.763,6.72,7.30589,38.294,0.271,1.17,2.5,0.3514,1767312000,1768435200,1.28,309563599,308820646,2962251,1.85,0.0149,0.0012800001,0.96554,213.37,213.2,213,214.21,212.78,258.75,199.43,213.46,232.6882,517231,1489346,1713910,0.55,246.20833,278,189,24,"buy",1.88462,"2025-12-27 21:02:43",205.279998779297,214.729995727539,4.60346697410206,1.13823402961928,1546268.75,1.61614855114934,32,0.228266088189133,-0.879258286370273,-0.697221048944385,1.01650575584646,"NORMAL","OUTPERFORMING_MARKET"
"RTX","RTX Corporation","Industrials",248270749696,284892725248,38.022587,27.339838,NA,3.8483279,2.8872721,3.313,19.699,0.10702,0.03787,0.07666,0.20127001,0.12399,0.16819,0.119,0.294,0.303,85987999744,14462000128,6.592e+09,17307000832,7962999808,4316125184,5966000128,40709001216,1.073,0.665,61.315,4.87,6.7729,48.117,4.45,1.47,2.72,0.538,1763683200,1765411200,2.25,1340771942,1247078799,9353884,1.98,0.0069999998,8e-04,0.8162,185.17,186.38,186.22,186.28,184.51,188,112.27,175.273,152.44756,1054995,4727641,4597380,0.435,195.95,219,150,20,"buy",1.85714,"2025-12-27 21:02:44",177.039993286133,177.199996948242,0.0903771284324284,1.30647469325879,4455315.625,1.82177890034446,32,-0.218382541116378,-0.673975011291531,-0.445885159860446,0.778312626692367,"NORMAL","UNDERPERFORMING_MARKET"
"RVTY","Revvity, Inc.","Healthcare",11230021632,13406707712,49.87113,18.247486,NA,1.4957331,3.991666,4.765,16.262,0.0304,0.02093,0.08441,0.5525,0.13788,0.29303,0.022,-0.474,-0.506,2813367040,824412032,232495008,1554396032,575203008,527812640,931385984,3369001984,1.753,1.318,45.676,1.94,5.3021,64.684,8.215,0.29,0.28,0.1443,1768521600,1770336000,0.23,113375621,104011928,6137325,3.5,0.0787,0.00319,1.0445501,96.75,96.78,96.97,97.09,95.895,128.29,81.36,96.9058,94.60135,455190,1417534,1250570,1.061,114.375,135,100,16,"buy",2,"2025-12-27 21:02:45",92.9700012207031,96.7699966430664,4.08733502470591,2.13888027744734,1576506.25,7.79876388057453,32,0.17718586696115,0.341706577329665,6.85960666042529,3.77784248583863,"VOLUME_SPIKE","OUTPERFORMING_MARKET"
"SBAC","SBA Communications Corporation","Real Estate",20524034048,35196055552,24.226416,21.840277,NA,-4.167929,7.358247,12.618,19.387,NA,0.0896,0.30724,0.75166,0.53851,0.65086,0.097,-0.083,-0.084,2789255936,1815420032,856972032,2096585984,1297472000,205137504,430305984,15028830208,0.504,0.399,NA,7.95,8.81857,-46.21,4.039,2.31,4.44,0.5421,1762992000,1765411200,1.28,106563000,105804235,2129412,2.67,0.0241,0.0072000003,1.02061,192.6,192.6,192.29,193.69,191.64,245.16,185.13,193.8324,213.36044,334268,946131,782050,0.861,233.70589,280,182,17,"buy",2.22222,"2025-12-27 21:02:49",193.520004272461,190.949996948242,-1.32803186620472,1.2850542873157,873534.375,2.12241218326411,32,-0.358758747864659,-0.700111683546558,-0.0784299970083227,0.7480295881421,"NORMAL","DOWN_WHILE_MARKET_UP"
"SBUX","Starbucks Corporation","Consumer Cyclical",96744472576,119913365504,52.19632,28.309797,NA,-11.946082,2.6017487,3.225,21.984,NA,0.07266,0.04992,0.23045999,0.10976,0.14669,0.055,-0.854,-0.853,37184401408,5454499840,1856400000,8569500160,4747500032,1924950016,3467000064,26628499456,0.723,0.465,NA,1.63,3.00532,-7.122,3.049,2.91,2.48,1.4969001,1770940800,1772150400,2.19,1137100000,1134905397,47193701,5.29,0.041500002,0.00177,0.85818,85.08,84.57,84.65,85.155,84.42,117.46,75.5,84.811,87.58415,5038342,9899801,9484990,0.977,94.12903,115,67,31,"buy",2.36111,"2025-12-27 21:02:54",80.9599990844727,85.2099990844727,5.24950598821723,1.85641143137624,10013612.5,1.79717359744048,32,0.292202869861959,-0.00295522187386783,-0.475959493273569,0.531660227435678,"NORMAL","OUTPERFORMING_MARKET"
"SCHW","The Charles Schwab Corporation","Financial Services",184952700928,153414090752,23.861826,18.10647,NA,4.271222,8.071602,6.695,NA,0.17046,0.01768,0.35930002,0.97342,0.49242002,0,0.266,0.775,0.675,22914000896,NA,7767000064,22304999424,-7.53e+08,NA,83681001472,4.928e+10,0.59,0.59,99.789,4.27,5.62727,23.855,47.093,1.06,1.08,0.2482,1763078400,1764288000,1.25,1776936770,1672044192,18850601,2.08,0.0113,0.062030002,0.85001,101.89,101.85,101.87,102.28,101.545,102.28,65.88,94.8372,90.27145,2254730,8754006,9731660,0.956,112.78947,148,88,19,"buy",1.71429,"2025-12-27 21:02:55",93.1500015258789,96.6100006103516,3.71443803305944,1.20321799949893,8771981.25,1.62193689139497,32,0.140281232689166,-0.799966384662742,-0.690146131999238,0.885337491020156,"NORMAL","OUTPERFORMING_MARKET"
"SEE","Sealed Air Corporation","Consumer Cyclical",6089484288,10075329536,15.386617,12.238935,NA,5.1155605,1.1421496,1.89,9.658,0.40418,0.06983,0.08523,0.30107,0.15962,0.19566,0.005,1.75,1.782,5331599872,1043200000,396400000,1605200000,578600000,338862496,282500000,4268400128,1.288,0.613,358.599,2.69,3.38183,8.091,1.92,1.93,0.8,0.2974,1764892800,1766102400,1.86,147124524,146130136,5866668,1.75,0.0517,0.00556,1.04563,41.39,41.36,41.33,41.54,41.345,44.27,22.78,39.334,33.1023,1206290,3011212,5722270,1.357,44.45,52,42,7,"buy",2.5,"2025-12-27 21:02:57",33.9799995422363,41.6699981689453,22.630955651281,3.37039908876388,3431635.48387097,3.71306919394213,31,2.012399217116,1.84437667764407,1.86578298308539,3.86747904748073,"STRONG_OUTPERFORMER","OUTPERFORMING_MARKET"
"SHW","The Sherwin-Williams Company","Basic Materials",81143029760,94357602304,31.750244,25.878275,NA,18.125313,3.4861844,4.054,21.734,0.59939,0.09191,0.110489994,0.48876,0.18197,0.18653,0.032,0.053,0.033,23275599872,4341499904,2571800064,11376100352,3293600000,1919149952,241500000,14389000192,0.822,0.46,325.153,10.25,12.5758,17.955,0.98,0.97,3.16,0.3013,1763078400,1764892800,0.85,247893513,227981633,3876701,2.2,0.015700001,0.07177,0.84319997,325.44,325.35,325.38,326.42,323.27,379.65,308.84,334.4748,344.53885,709507,1967141,1737230,1.241,385.9524,422,261,21,"buy",1.96296,"2025-12-27 21:03:02",345.640014648438,327.950012207031,-5.11804238273745,1.23072239870847,1843153.125,1.56357057962832,32,-0.733846118191906,-0.766406167847948,-0.761485547206389,1.49779197571907,"NORMAL","DOWN_WHILE_MARKET_UP"
"SJM","The J. M. Smucker Company","Consumer Defensive",10634223616,18531923968,NA,10.083922,NA,1.7547843,1.212126,2.112,10.153,-0.17438,0.0452,-0.13608,0.3514,0.19118999,0.20805,0.026,NA,NA,8773199872,1825299968,-1193799936,3082899968,969200000,322062496,62800000,7960500224,0.885,0.281,131.357,-11.23,9.88405,56.799,0.589,4.41,4.4,0.8606,1763078400,1764547200,3.25,106694327,104443077,7104811,3.98,0.0777,0.022030002,0.90011,99.67,99.22,99.1,99.765,98.69,121.48,93.3,103.1494,107.75955,811951,1600107,1482690,0.21,116.13333,130,105,15,"buy",2.47368,"2025-12-27 21:03:05",103.639999389648,100.389999389648,-3.13585490075237,1.41968379587173,1682978.125,2.44459505378301,32,-0.537674237699724,-0.535839944237189,0.315364588890299,0.963276504263468,"NORMAL","DOWN_WHILE_MARKET_UP"
"SLB","SLB N.V.","Energy",56455372800,66934374400,14.704281,12.803834,NA,2.2022145,1.6017071,1.899,8.715,0.15182,0.0686,0.10341,0.19307,0.15479,0.21789,-0.025,-0.398,-0.377,35247001600,7.68e+09,3644999936,6805000192,5873999872,2153999872,3584999936,12776999936,1.387,0.904,47.459,2.57,2.95146,17.16,2.4,3.02,1.14,0.4397,1764720000,1767830400,2.06,1493923635,1489441864,41255231,2.67,0.0308,0.0019200001,0.85743,37.79,37.97,37.96,38.056,37.535,44.66,31.11,36.73,35.60925,3997555,15423847,11903000,0.732,45.98552,58.28,36,29,"strong_buy",1.43333,"2025-12-27 21:03:07",37.0200004577637,38.5299987792969,4.07887169870775,1.99569384630717,14917687.5,2.475169157418,32,0.176348273851837,0.166993883647751,0.352734410758145,0.436212421054786,"NORMAL","OUTPERFORMING_MARKET"
"SMCI","Super Micro Computer, Inc.","Technology",18291195904,19245887488,24.125984,10.066993,NA,2.8032935,0.86883414,0.914,19.492,0.12787,0.04587,0.03766,0.10078,0.03632,0.0469,-0.155,-0.616,-0.603,21052575744,987361984,792812032,2121714944,333096992,-1515875,4211079936,5165600768,5.394,2.87,79.184,1.27,3.04361,10.93,7.054,NA,NA,0,NA,NA,NA,596971133,497533651,89157809,3.95,0.19709998,0.16530001,0.55588,30.64,30.55,30.645,30.845,30.14,66.44,25.71,38.963,42.48335,14122242,27682793,21264410,1.516,48.52941,93,15,17,"none",NA,"2025-12-27 21:03:11",50.75,29.8400001525879,-41.2019701426839,3.68486552545955,26047243.75,2.35777729841377,32,-4.30497752152604,2.22808117946149,0.209249816341363,5.52364301942746,"STRONG_UNDERPERFORMER","DOWN_WHILE_MARKET_UP"
"SNA","Snap-on Incorporated","Industrials",18465832960,18202974208,18.582678,17.25707,NA,3.163567,3.6098511,3.558,13.058,0.18330999,0.10019,0.19827999,0.51812,0.25257,0.27251,0.036,0.068,0.057,5115400192,1.394e+09,1014300032,2650400000,1107100032,699225024,1533900032,1301400064,4.399,3.222,22.27,19.05,20.51333,111.899,29.494,2.76,9.76,0.4491,1763683200,1765324800,2.43,52007557,50751574,2374949,8.07,0.0546,0.02326,0.94882005,354,353.11,353.57,354.35,352.71,365.78,289.81,342.3656,329.1525,93296,319533,279450,0.776,361,405,307,8,"none",NA,"2025-12-27 21:03:15",337.779998779297,346.049987792969,2.44833591200158,0.903926243028152,281062.5,2.10024460751612,32,0.0149784365407788,-1.16515510089391,-0.105524768676339,0.650318371325903,"NORMAL","IN_LINE"
"SNPS","Synopsys, Inc.","Technology",91285569536,102617440256,59.19851,28.174706,NA,3.1328135,12.9406395,14.547,77.264,0.0716,0.018660001,0.18886,0.81404996,0.053839996,0.18827999,0.378,-0.665,-0.597,7054177792,1328146944,1336120064,5742487040,1518608000,2170938624,2960958976,14293417984,1.615,1.528,50.459,8.06,16.93505,152.304,15.477,NA,NA,0,NA,NA,NA,191318206,190287001,4414899,1.86,0.0232,0.00439,0.93516,477.14,475.75,474.96,478.59,472.33,651.73,365.74,437.6366,489.3781,719096,2245111,2018890,1.154,555.5336,650,425,25,"buy",1.6,"2025-12-27 21:03:18",445.720001220703,453.070007324219,1.64901868513558,2.42945091787481,2438734.375,2.17612875530981,32,-0.0641278866144178,0.696253994216287,-0.0127738210280126,0.418641794236567,"NORMAL","IN_LINE"
"SO","The Southern Company","Utilities",95983312896,169660301312,21.68408,19.04115,NA,2.7422297,3.3197286,5.868,12.283,0.11429,0.03457,0.15422,0.49023,0.36558998,0.47774,0.075,0.108,0.115,28913000448,13813000192,4458999808,14174000128,9377999872,-2364624896,3340999936,73745997824,0.755,0.433,192.679,4.02,4.57798,31.788,3.034,3.4,2.96,0.7264,1763337600,1765152000,3.74,1101104843,1098814545,25511417,4.08,0.0232,0.00092,0.74243,87.17,87.17,86.92,87.6299,86.78,100.84,80.46,90.3444,91.4611,1769884,5971041,5753420,0.444,96.725,109,76,20,"hold",2.73913,"2025-12-27 21:03:20",93.1500015258789,87.0299987792969,-6.57005115011378,0.974545458698924,6719246.875,2.08640942367518,32,-0.877547606056257,-1.07898720567298,-0.12243510435837,1.47825876107193,"NORMAL","DOWN_WHILE_MARKET_UP"
"SOLV","Solventum Corporation","Healthcare",13955590144,17450590208,9.237658,12.646807,NA,2.7988033,1.6609843,2.077,13.861,0.37271,0.03208,0.18139,0.54403996,0.07824,0.14985,0.007,9.314,9.377,8401999872,1259000064,1.524e+09,4570999808,4.93e+08,587750016,1.642e+09,5136999936,1.5,0.959,103.028,8.71,6.36208,28.748,9.467,NA,NA,0,NA,NA,NA,173447557,147361044,3548174,3.09,0.0255,0.14912,0.72448,80.46,80.18,80.25,80.56,79.8616,88.2,60.7,77.321,73.5798,369399,1079500,1171190,NA,85.63636,103,71,11,"hold",2.64286,"2025-12-27 21:03:24",68.120002746582,79.9499969482422,17.3664030015821,2.15667987079976,1203987.5,1.56114577601512,32,1.49138029099137,0.363425219775611,-0.76444931288769,2.05531755732302,"NORMAL","OUTPERFORMING_MARKET"
"SPG","Simon Property Group, Inc.","Real Estate",70805528576,86715138048,27.323145,27.27352,NA,26.538952,11.503228,14.088,19.058,0.82455003,0.058319997,0.36498,0.81992996,0.50757,0.73919,0.082,0.274,0.275,6155274752,4549946880,2243237120,5046910976,4018359040,2034491136,1552577024,26320562176,0.592,0.592,884.863,6.87,6.8825,7.073,4.756,4.69,8.8,1.23,1765324800,1767139200,5.18,326462060,322738507,5168946,3.81,0.0216,0.01825,0.93855006,187.71,188.29,188.32,188.91,186.4,190.14,136.34,181.8074,170.261,402153,1380680,1442920,1.394,194.05,225,175,20,"buy",2.28571,"2025-12-27 21:03:25",176.669998168945,184.220001220703,4.27350604517363,1.01157713855352,1397421.875,1.7046391233857,32,0.195610723091169,-1.03380202655061,-0.589061641854784,1.00704255729387,"NORMAL","OUTPERFORMING_MARKET"
"SPGI","S&P Global Inc.","Financial Services",161641086976,175192457216,38.449528,26.699512,NA,4.848177,10.767459,11.67,23.207,0.119940005,0.06626,0.28091,0.69824,0.44316003,0.50286,0.088,0.241,0.211,15011999744,7549000192,4216999936,10481999872,5642999808,4847499776,1.672e+09,11982000128,0.974,0.78,31.784,13.77,19.82995,109.206,5.522,0.73,3.84,0.2756,1764028800,1765324800,0.81,302800000,302127784,4820230,3.19,0.0159,0.00278,0.90595,529.45,525.74,524.72,529.6375,524.86,579.05,427.14,495.6664,508.91815,717570,1639065,1632740,1.188,609.05,675,540,20,"strong_buy",1.34783,"2025-12-27 21:03:28",497.019989013672,510.589996337891,2.7302739576226,0.996033514016442,1598421.875,1.7405917946412,32,0.0428811032130439,-1.05276798925272,-0.545117755992055,0.841823975835432,"NORMAL","IN_LINE"
"SRE","Sempra","Utilities",57834110976,99589111808,27.264616,17.391798,NA,1.8560566,4.2180815,7.263,17.967,0.0677,0.01845,0.15754,0.41332,0.14503,0.40427,0.135,-0.882,-0.854,13710999552,5543000064,2108999936,5666999808,4741000192,-23343874048,5e+06,32693000192,1.587,0.085,81.287,3.25,5.09493,47.741,0.008,2.91,2.58,0.78620005,1765411200,1768435200,3.12,652681521,651467533,13730623,3.4,0.021,0.0011,0.96139,88.61,88.84,88.85,89.15,88.305,95.72,61.9,91.1006,81.298,795766,3577941,3390570,0.733,100.06667,115,87,15,"buy",1.82353,"2025-12-27 21:03:32",92.5800018310547,86.7799987792969,-6.26485519231462,1.13135313798652,3990359.375,3.30689513397525,32,-0.847343165001007,-0.887654187451968,1.36932845249593,1.97583448497496,"NORMAL","DOWN_WHILE_MARKET_UP"
"STE","STERIS plc","Healthcare",25156470784,26821609472,36.645626,22.939634,NA,3.5748577,4.4115467,4.704,17.268,0.101339996,0.06434,0.12073,0.44511002,0.18372999,0.27238,0.099,0.286,0.279,5702414848,1553245952,689324032,2538195968,1301387008,968027264,319200000,2058599936,2.37,1.425,29.314,6.97,11.13444,71.449,3.252,0.99,2.52,0.3352,1763424000,1766016000,0.88,98147009,97763254,1372119,2.19,0.016,0.00301,0.98557,255.42,255.68,255.52,256.97,253.87,268.6,200.98,253.4244,239.8975,227409,658380,606510,1.014,281.625,300,231,8,"none",NA,"2025-12-27 21:03:34",237.320007324219,251.669998168945,6.04668397179067,1.70013444145481,713556.25,2.25714510944302,32,0.371097477736263,-0.193640705493088,0.0862500705138294,0.511042865739722,"NORMAL","OUTPERFORMING_MARKET"
"STLD","Steel Dynamics, Inc.","Basic Materials",25828517888,28610557952,23.270557,13.155852,NA,2.8509223,1.4646442,1.622,14.794,0.12550999,0.05547,0.0639,0.13069001,0.10516,0.10967,0.112,0.337,0.27,17634670592,1933916032,1126855040,2304625920,1523693952,-151584752,770355968,3782455040,3.107,1.294,42.166,7.54,13.33703,61.545,5.275,1.14,2,0.25959998,1767139200,1767916800,1.52,146034859,136325001,3142490,2.71,0.026600001,0.0643,0.81198,175.46,175.38,175.81,176,174.55,178.36,103.17,161.243,138.0303,469031,1254830,1478640,1.471,180.77615,200.09,165,13,"buy",1.61538,"2025-12-27 21:03:39",155.970001220703,172.740005493164,10.7520703604604,1.64355837955829,1213331.25,1.72796999994849,32,0.836777190022233,-0.262673476916647,-0.560545002034987,1.24838642949805,"NORMAL","OUTPERFORMING_MARKET"
"STT","State Street Corporation","Financial Services",37527216128,-44853551104,14.042462,11.62089,NA,1.550126,2.7540889,-3.292,NA,0.111499995,0.0084,0.21877001,0,0.32749,0,0.094,0.23,0.179,13626000384,NA,2756999936,13626000384,-5574000128,NA,139566006272,54206001152,NA,NA,NA,9.42,11.38295,85.335,499.677,2.54,3.36,0.3312,1767312000,1768176000,3.04,279312436,264042425,4306448,2.44,0.0178,0.00434,0.96325,132.28,132.22,132.08,132.66,131.78,133,72.81,120.0568,106.5826,739367,1989282,2327180,1.453,130.66667,168,102,15,"buy",1.88235,"2025-12-27 21:03:42",116.690002441406,127.360000610352,9.14388374814181,1.23197364319255,1736006.25,1.5917569421193,32,0.677619191705669,-0.764879428948685,-0.727034190660808,1.42357600151042,"NORMAL","OUTPERFORMING_MARKET"
